Input velocities or energy: 
Starting time t0, initial position (r0, phi0), initial specific energy and ang. momentum (E, L), and final t point t1: 
Read: t0 = 0 r0 = 10 phi0 = -0.75 E_ini = 0 L_ini = 1 sign of radial velocity = -1 t1 = 100
Calculated vr0 and vphi0: t0=0 r0=10 phi0=-0.75 vr0=-0.43589 vphi0=0.01 t1=100
Number of time steps n = 10001
Initial energy, angular momentum, and eccentricity are E_ini = -1.38778e-17, L_ini = 1, and eccen_ini = 1 
t 	 r 	 phi 	 vr 	 vphi 	 x(t) 	 y(t) 	 E(t) 	 L(t) 	 (E_ini - E(t)) / E_ini 	 (L_ini - L(t)) / L_ini 	 (eccen_ini - eccen_t) / eccen_ini 
1.300000000000000e-01 	 9.943257991125593e+00 	 -7.486925847861038e-01 	 -4.370661951705790e-01 	 1.011445727419532e-02 	 7.284226253133721e+00 	 -6.768192326702931e+00 	 -2.775557561562891e-17 	 9.999999999999998e-01 	 0.000000000000000e+00 	 2.220446049250313e-16 	 0.000000000000000e+00 
1.400000000000000e-01 	 9.938886874186018e+00 	 -7.485913957315787e-01 	 -4.371572053375314e-01 	 1.012335589597799e-02 	 7.281708591419214e+00 	 -6.764480193445666e+00 	 -4.163336342344337e-17 	 9.999999999999998e-01 	 0.000000000000000e+00 	 2.220446049250313e-16 	 1.110223024625157e-16 
1.500000000000000e-01 	 9.934514846766795e+00 	 -7.484901176228316e-01 	 -4.372482911184328e-01 	 1.013226812354369e-02 	 7.279190188018660e+00 	 -6.760767371185223e+00 	 -5.551115123125783e-17 	 9.999999999999998e-01 	 0.000000000000000e+00 	 2.220446049250313e-16 	 1.110223024625157e-16 
1.600000000000000e-01 	 9.930141908111237e+00 	 -7.483887503236566e-01 	 -4.373394526230086e-01 	 1.014119398649121e-02 	 7.276671042209266e+00 	 -6.757053859390214e+00 	 -4.163336342344337e-17 	 9.999999999999998e-01 	 0.000000000000000e+00 	 2.220446049250313e-16 	 1.110223024625157e-16 
1.700000000000000e-01 	 9.925768057461557e+00 	 -7.482872936975515e-01 	 -4.374306899612112e-01 	 1.015013351450282e-02 	 7.274151153267065e+00 	 -6.753339657528533e+00 	 -4.163336342344337e-17 	 9.999999999999999e-01 	 0.000000000000000e+00 	 1.110223024625157e-16 	 1.110223024625157e-16 
1.800000000000000e-01 	 9.921393294058868e+00 	 -7.481857476077171e-01 	 -4.375220032432208e-01 	 1.015908673734457e-02 	 7.271630520466910e+00 	 -6.749624765067345e+00 	 -2.775557561562891e-17 	 1.000000000000000e+00 	 0.000000000000000e+00 	 0.000000000000000e+00 	 0.000000000000000e+00 
1.900000000000000e-01 	 9.917017617143179e+00 	 -7.480841119170557e-01 	 -4.376133925794458e-01 	 1.016805368486657e-02 	 7.269109143082472e+00 	 -6.745909181473094e+00 	 -2.775557561562891e-17 	 9.999999999999999e-01 	 0.000000000000000e+00 	 1.110223024625157e-16 	 0.000000000000000e+00 
2.000000000000000e-01 	 9.912641025953397e+00 	 -7.479823864881711e-01 	 -4.377048580805235e-01 	 1.017703438700329e-02 	 7.266587020386242e+00 	 -6.742192906211494e+00 	 -1.387778780781446e-17 	 1.000000000000000e+00 	 0.000000000000000e+00 	 0.000000000000000e+00 	 0.000000000000000e+00 
2.100000000000000e-01 	 9.908263519727317e+00 	 -7.478805711833669e-01 	 -4.377963998573207e-01 	 1.018602887377384e-02 	 7.264064151649520e+00 	 -6.738475938747536e+00 	 -1.387778780781446e-17 	 1.000000000000000e+00 	 0.000000000000000e+00 	 -2.220446049250313e-16 	 0.000000000000000e+00 
2.200000000000000e-01 	 9.903885097701627e+00 	 -7.477786658646465e-01 	 -4.378880180209344e-01 	 1.019503717528228e-02 	 7.261540536142419e+00 	 -6.734758278545477e+00 	 -2.775557561562891e-17 	 1.000000000000000e+00 	 0.000000000000000e+00 	 0.000000000000000e+00 	 0.000000000000000e+00 
2.300000000000000e-01 	 9.899505759111904e+00 	 -7.476766703937116e-01 	 -4.379797126826925e-01 	 1.020405932171790e-02 	 7.259016173133860e+00 	 -6.731039925068845e+00 	 -2.775557561562891e-17 	 9.999999999999999e-01 	 0.000000000000000e+00 	 1.110223024625157e-16 	 0.000000000000000e+00 
2.400000000000000e-01 	 9.895125503192608e+00 	 -7.475745846319615e-01 	 -4.380714839541540e-01 	 1.021309534335554e-02 	 7.256491061891568e+00 	 -6.727320877780437e+00 	 -1.387778780781446e-17 	 9.999999999999999e-01 	 0.000000000000000e+00 	 1.110223024625157e-16 	 0.000000000000000e+00 
2.500000000000000e-01 	 9.890744329177082e+00 	 -7.474724084404926e-01 	 -4.381633319471102e-01 	 1.022214527055586e-02 	 7.253965201682069e+00 	 -6.723601136142315e+00 	 -4.163336342344337e-17 	 9.999999999999998e-01 	 0.000000000000000e+00 	 2.220446049250313e-16 	 1.110223024625157e-16 
2.600000000000000e-01 	 9.886362236297552e+00 	 -7.473701416800970e-01 	 -4.382552567735847e-01 	 1.023120913376563e-02 	 7.251438591770691e+00 	 -6.719880699615806e+00 	 -4.163336342344337e-17 	 9.999999999999996e-01 	 0.000000000000000e+00 	 4.440892098500626e-16 	 1.110223024625157e-16 
2.700000000000000e-01 	 9.881979223785123e+00 	 -7.472677842112621e-01 	 -4.383472585458348e-01 	 1.024028696351810e-02 	 7.248911231421562e+00 	 -6.716159567661504e+00 	 -4.163336342344337e-17 	 9.999999999999994e-01 	 0.000000000000000e+00 	 5.551115123125783e-16 	 1.110223024625157e-16 
2.800000000000000e-01 	 9.877595290869774e+00 	 -7.471653358941693e-01 	 -4.384393373763514e-01 	 1.024937879043321e-02 	 7.246383119897597e+00 	 -6.712437739739260e+00 	 -4.163336342344337e-17 	 9.999999999999992e-01 	 0.000000000000000e+00 	 7.771561172376096e-16 	 1.110223024625157e-16 
2.900000000000000e-01 	 9.873210436780360e+00 	 -7.470627965886938e-01 	 -4.385314933778599e-01 	 1.025848464521795e-02 	 7.243854256460507e+00 	 -6.708715215308190e+00 	 -2.775557561562891e-17 	 9.999999999999994e-01 	 0.000000000000000e+00 	 5.551115123125783e-16 	 0.000000000000000e+00 
